,carriers,country_code
31,"[{'name': 'JP: au', 'in_use': True, 'carrier_id': '4400000', 'value': [{'in_use': True, 'hni_id': '44050'}, {'in_use': True, 'hni_id': '44051'}, {'in_use': True, 'hni_id': '44052'}, {'in_use': True, 'hni_id': '44053'}, {'in_use': True, 'hni_id': '44054'}, {'in_use': True, 'hni_id': '44070'}, {'in_use': True, 'hni_id': '44071'}, {'in_use': True, 'hni_id': '44072'}, {'in_use': True, 'hni_id': '44073'}, {'in_use': True, 'hni_id': '44074'}, {'in_use': True, 'hni_id': '44075'}, {'in_use': True, 'hni_id': '44076'}, {'in_use': True, 'hni_id': '44078'}]}, {'name': 'JP: NTT docomo', 'in_use': True, 'carrier_id': '4400001', 'value': [{'in_use': True, 'hni_id': '44010'}]}, {'name': 'JP: SoftBank', 'in_use': True, 'carrier_id': '4400002', 'value': [{'in_use': True, 'hni_id': '44020'}, {'in_use': True, 'hni_id': '44021'}, {'in_use': True, 'hni_id': '44101'}]}, {'name': 'JP: Rakuten Mobile', 'in_use': True, 'carrier_id': '4400003', 'value': [{'in_use': True, 'hni_id': '44011'}]}]",JP
32,"[{'name': 'KH: Smart', 'in_use': True, 'carrier_id': '4560000', 'value': [{'in_use': True, 'hni_id': '45606'}, {'in_use': True, 'hni_id': '45602'}, {'in_use': True, 'hni_id': '45605'}]}, {'name': 'KH: Metfone', 'in_use': True, 'carrier_id': '4560001', 'value': [{'in_use': True, 'hni_id': '45608'}, {'in_use': True, 'hni_id': '45609'}]}, {'name': 'KH: Cellcard', 'in_use': True, 'carrier_id': '4560002', 'value': [{'in_use': True, 'hni_id': '45601'}, {'in_use': True, 'hni_id': '45618'}]}]",KH
33,"[{'name': 'KR: KT', 'in_use': False, 'carrier_id': '4500000', 'value': [{'in_use': False, 'hni_id': '45002'}, {'in_use': False, 'hni_id': '45004'}, {'in_use': False, 'hni_id': '45007'}]}, {'name': 'KR: LG U+', 'in_use': True, 'carrier_id': '4500001', 'value': [{'in_use': True, 'hni_id': '45006'}]}, {'name': 'KR: SKTelecom', 'in_use': True, 'carrier_id': '4500002', 'value': [{'in_use': True, 'hni_id': '45005'}, {'in_use': True, 'hni_id': '45012'}]}, {'name': 'KR: Olleh', 'in_use': True, 'carrier_id': '4500003', 'value': [{'in_use': True, 'hni_id': '45008'}]}]",KR
34,"[{'name': 'KW: K.S.C Ooredoo', 'in_use': True, 'carrier_id': '4190000', 'value': [{'in_use': True, 'hni_id': '41903'}]}, {'name': 'KW:STC', 'in_use': True, 'carrier_id': '4190001', 'value': [{'in_use': True, 'hni_id': '41904'}]}, {'name': 'KW:zain KW', 'in_use': True, 'carrier_id': '4190002', 'value': [{'in_use': True, 'hni_id': '41902'}]}]",KW
35,"[{'name': 'KZ: Tele2.kz', 'in_use': True, 'carrier_id': '4010000', 'value': [{'in_use': True, 'hni_id': '40177'}]}, {'name': 'KZ: Beeline', 'in_use': True, 'carrier_id': '4010001', 'value': [{'in_use': True, 'hni_id': '40101'}]}, {'name': 'KZ: Kcell', 'in_use': True, 'carrier_id': '4010002', 'value': [{'in_use': True, 'hni_id': '40102'}]}]",KZ
36,"[{'name': 'LB: Alfa', 'in_use': True, 'carrier_id': '4150000', 'value': [{'in_use': True, 'hni_id': '41501'}]}, {'name': 'LB: Touch', 'in_use': True, 'carrier_id': '4150001', 'value': [{'in_use': True, 'hni_id': '41503'}]}]",LB
37,"[{'name': 'LK: Dialog', 'in_use': True, 'carrier_id': '4130000', 'value': [{'in_use': True, 'hni_id': '41311'}]}]",LK
38,"[{'name': 'LT: Omnitel', 'in_use': True, 'carrier_id': '2460000', 'value': [{'in_use': True, 'hni_id': '24601'}]}, {'name': 'LT: Bite GSM', 'in_use': True, 'carrier_id': '2460001', 'value': [{'in_use': True, 'hni_id': '24602'}]}, {'name': 'LT: Tele2', 'in_use': True, 'carrier_id': '2460002', 'value': [{'in_use': True, 'hni_id': '24603'}]}]",LT
39,"[{'name': 'MA: IAM', 'in_use': True, 'carrier_id': '6040000', 'value': [{'in_use': True, 'hni_id': '60401'}, {'in_use': True, 'hni_id': '60406'}]}, {'name': 'MA: INWI', 'in_use': True, 'carrier_id': '6040001', 'value': [{'in_use': True, 'hni_id': '60402'}, {'in_use': True, 'hni_id': '60405'}]}, {'name': 'MA: Orange Morocco', 'in_use': True, 'carrier_id': '6040002', 'value': [{'in_use': True, 'hni_id': '60400'}]}]",MA
40,"[{'name': 'MM: MPT', 'in_use': True, 'carrier_id': '4140000', 'value': [{'in_use': True, 'hni_id': '41400'}, {'in_use': True, 'hni_id': '41402'}, {'in_use': True, 'hni_id': '41404'}]}, {'name': 'MM: Ooredoo', 'in_use': True, 'carrier_id': '4140001', 'value': [{'in_use': True, 'hni_id': '41405'}]}]",MM
41,"[{'name': 'MO: CTM', 'in_use': True, 'carrier_id': '4550000', 'value': [{'in_use': True, 'hni_id': '45504'}]}, {'name': 'MO: 3', 'in_use': True, 'carrier_id': '4550001', 'value': [{'in_use': True, 'hni_id': '45505'}]}]",MO
42,"[{'name': 'MX: Telcel', 'in_use': True, 'carrier_id': '3340000', 'value': [{'in_use': True, 'hni_id': '334020'}]}, {'name': 'MX: AT&T', 'in_use': True, 'carrier_id': '3340001', 'value': [{'in_use': True, 'hni_id': '334050'}]}, {'name': 'MX: Movistar', 'in_use': True, 'carrier_id': '3340002', 'value': [{'in_use': True, 'hni_id': '33403'}]}]",MX
43,"[{'name': 'MY: DiGi', 'in_use': True, 'carrier_id': '5020000', 'value': [{'in_use': True, 'hni_id': '50216'}]}, {'name': 'MY: Maxis', 'in_use': True, 'carrier_id': '5020001', 'value': [{'in_use': True, 'hni_id': '50212'}, {'in_use': True, 'hni_id': '50217'}]}, {'name': 'MY: U Mobile', 'in_use': True, 'carrier_id': '5020002', 'value': [{'in_use': True, 'hni_id': '50218'}]}, {'name': 'MY: Celcom', 'in_use': True, 'carrier_id': '5020003', 'value': [{'in_use': True, 'hni_id': '50213'}, {'in_use': True, 'hni_id': '50219'}]}]",MY
44,"[{'name': 'NL: KPN', 'in_use': True, 'carrier_id': '2040000', 'value': [{'in_use': True, 'hni_id': '20408'}, {'in_use': True, 'hni_id': '20410'}]}, {'name': 'NL:T-Mobile', 'in_use': True, 'carrier_id': '2040001', 'value': [{'in_use': True, 'hni_id': '20416'}, {'in_use': True, 'hni_id': '20420'}]}, {'name': 'NL:Vodafone', 'in_use': True, 'carrier_id': '2040002', 'value': [{'in_use': True, 'hni_id': '20404'}]}, {'name': 'NL:Tele2', 'in_use': False, 'carrier_id': '2040003', 'value': [{'in_use': False, 'hni_id': '20402'}]}, {'name': 'NL:Lycamobile', 'in_use': False, 'carrier_id': '2040004', 'value': [{'in_use': False, 'hni_id': '20409'}]}, {'name': 'NL:Telfort', 'in_use': False, 'carrier_id': '2040005', 'value': [{'in_use': False, 'hni_id': '20412'}]}]",NL
45,"[{'name': 'NO:Telenor', 'in_use': True, 'carrier_id': '2420000', 'value': [{'in_use': True, 'hni_id': '24201'}, {'in_use': True, 'hni_id': '24212'}]}, {'name': 'NO:Telia', 'in_use': True, 'carrier_id': '2420001', 'value': [{'in_use': True, 'hni_id': '24202'}, {'in_use': True, 'hni_id': '24205'}, {'in_use': True, 'hni_id': '24208'}]}, {'name': 'NO:ice', 'in_use': True, 'carrier_id': '2420002', 'value': [{'in_use': True, 'hni_id': '24214'}, {'in_use': True, 'hni_id': '24206'}]}]",NO
46,"[{'name': 'NZ: Spark', 'in_use': True, 'carrier_id': '5330000', 'value': [{'in_use': True, 'hni_id': '53305'}]}, {'name': 'NZ: Vodafone', 'in_use': True, 'carrier_id': '5300001', 'value': [{'in_use': True, 'hni_id': '53001'}]}, {'name': 'NZ: 2degrees', 'in_use': True, 'carrier_id': '5300002', 'value': [{'in_use': True, 'hni_id': '53024'}]}]",NZ
47,"[{'name': 'OM: ooredoo', 'in_use': True, 'carrier_id': '4220000', 'value': [{'in_use': True, 'hni_id': '42203'}]}, {'name': 'OM: Omantel', 'in_use': True, 'carrier_id': '4220001', 'value': [{'in_use': True, 'hni_id': '42202'}]}]",OM
48,"[{'name': 'PE: Claro', 'in_use': True, 'carrier_id': '7160000', 'value': [{'in_use': True, 'hni_id': '71610'}]}, {'name': 'PE: Entel', 'in_use': True, 'carrier_id': '7160001', 'value': [{'in_use': True, 'hni_id': '71617'}]}, {'name': 'PE: Movistar', 'in_use': True, 'carrier_id': '7160002', 'value': [{'in_use': True, 'hni_id': '71606'}]}, {'name': 'PE: Bitel', 'in_use': True, 'carrier_id': '7160003', 'value': [{'in_use': True, 'hni_id': '71615'}]}]",PE
49,"[{'name': 'PH: Islacom', 'in_use': False, 'carrier_id': '5150000', 'value': [{'in_use': False, 'hni_id': '51501'}]}, {'name': 'PH: Globe', 'in_use': True, 'carrier_id': '5150001', 'value': [{'in_use': True, 'hni_id': '51502'}]}, {'name': 'PH: SMART', 'in_use': True, 'carrier_id': '5150002', 'value': [{'in_use': True, 'hni_id': '51503'}]}]",PH
50,"[{'name': 'PK: Jazz', 'in_use': True, 'carrier_id': '4100000', 'value': [{'in_use': True, 'hni_id': '41001'}, {'in_use': True, 'hni_id': '41007'}]}, {'name': 'PK: Zong', 'in_use': True, 'carrier_id': '4100001', 'value': [{'in_use': True, 'hni_id': '41004'}]}, {'name': 'PK: Telenor', 'in_use': True, 'carrier_id': '4100002', 'value': [{'in_use': True, 'hni_id': '41006'}]}, {'name': 'PK: Ufone', 'in_use': True, 'carrier_id': '4100003', 'value': [{'in_use': True, 'hni_id': '41003'}]}]",PK
51,"[{'name': 'PL: Play', 'in_use': True, 'carrier_id': '2600000', 'value': [{'in_use': True, 'hni_id': '26006'}]}, {'name': 'PL: Orange', 'in_use': True, 'carrier_id': '2600001', 'value': [{'in_use': True, 'hni_id': '26003'}]}, {'name': 'PL: Plus', 'in_use': True, 'carrier_id': '2600002', 'value': [{'in_use': True, 'hni_id': '26001'}, {'in_use': True, 'hni_id': '26011'}]}, {'name': 'PL: T-Mobile', 'in_use': True, 'carrier_id': '2600003', 'value': [{'in_use': True, 'hni_id': '26002'}, {'in_use': True, 'hni_id': '26010'}]}]",PL
52,"[{'name': 'PT: MEO', 'in_use': True, 'carrier_id': '2680000', 'value': [{'in_use': True, 'hni_id': '26806'}, {'in_use': True, 'hni_id': '26880'}]}, {'name': 'PT: Vodafone', 'in_use': True, 'carrier_id': '2680001', 'value': [{'in_use': True, 'hni_id': '26801'}, {'in_use': True, 'hni_id': '26891'}]}, {'name': 'PT: NOS', 'in_use': True, 'carrier_id': '2680002', 'value': [{'in_use': True, 'hni_id': '26803'}, {'in_use': True, 'hni_id': '26893'}]}]",PT
53,"[{'name': 'QA: ooredoo', 'in_use': True, 'carrier_id': '4270000', 'value': [{'in_use': True, 'hni_id': '42701'}]}, {'name': 'QA: Vodafone', 'in_use': True, 'carrier_id': '4270001', 'value': [{'in_use': True, 'hni_id': '42702'}]}]",QA
54,"[{'name': 'RO: Orange', 'in_use': True, 'carrier_id': '2260000', 'value': [{'in_use': True, 'hni_id': '22610'}]}, {'name': 'RO: Vodafone', 'in_use': True, 'carrier_id': '2260001', 'value': [{'in_use': True, 'hni_id': '22601'}]}, {'name': 'RO: Digi.Mobil', 'in_use': True, 'carrier_id': '2260002', 'value': [{'in_use': True, 'hni_id': '22605'}]}, {'name': 'RO: Telekom', 'in_use': True, 'carrier_id': '2260003', 'value': [{'in_use': True, 'hni_id': '22603'}, {'in_use': True, 'hni_id': '22606'}]}]",RO
55,"[{'name': 'RU: Beeline', 'in_use': True, 'carrier_id': '2500000', 'value': [{'in_use': True, 'hni_id': '25028'}, {'in_use': True, 'hni_id': '25099'}]}, {'name': 'RU: MegaFon', 'in_use': True, 'carrier_id': '2500001', 'value': [{'in_use': True, 'hni_id': '25002'}, {'in_use': True, 'hni_id': '25014'}]}, {'name': 'RU: MTS', 'in_use': True, 'carrier_id': '2500002', 'value': [{'in_use': True, 'hni_id': '25001'}, {'in_use': True, 'hni_id': '25050'}]}, {'name': 'RU: Tele2', 'in_use': True, 'carrier_id': '2500003', 'value': [{'in_use': True, 'hni_id': '25020'}]}]",RU
56,"[{'name': 'SA: Al Jawal (STC )', 'in_use': True, 'carrier_id': '4200000', 'value': [{'in_use': True, 'hni_id': '42001'}]}, {'name': 'SA: Mobily', 'in_use': True, 'carrier_id': '4200001', 'value': [{'in_use': True, 'hni_id': '42003'}]}, {'name': 'SA: Zain SA', 'in_use': True, 'carrier_id': '4200002', 'value': [{'in_use': True, 'hni_id': '42004'}]}]",SA
57,"[{'name': 'SE: Tele2', 'in_use': True, 'carrier_id': '2400000', 'value': [{'in_use': True, 'hni_id': '24007'}]}, {'name': 'SE: Telia', 'in_use': True, 'carrier_id': '2400001', 'value': [{'in_use': True, 'hni_id': '24001'}]}, {'name': 'SE: 3', 'in_use': True, 'carrier_id': '2400002', 'value': [{'in_use': True, 'hni_id': '24002'}]}, {'name': 'SE: Telenor', 'in_use': True, 'carrier_id': '2400003', 'value': [{'in_use': True, 'hni_id': '24008'}, {'in_use': True, 'hni_id': '24006'}]}]",SE
58,"[{'name': 'SG: Singtel', 'in_use': True, 'carrier_id': '5250000', 'value': [{'in_use': True, 'hni_id': '52501'}, {'in_use': True, 'hni_id': '52507'}]}, {'name': 'SG: StarHub', 'in_use': True, 'carrier_id': '5250001', 'value': [{'in_use': True, 'hni_id': '52505'}, {'in_use': True, 'hni_id': '52506'}, {'in_use': True, 'hni_id': '52508'}]}, {'name': 'SG: M1', 'in_use': True, 'carrier_id': '5250002', 'value': [{'in_use': True, 'hni_id': '52503'}, {'in_use': True, 'hni_id': '52511'}]}, {'name': 'SG: TPG', 'in_use': False, 'carrier_id': '5250003', 'value': [{'in_use': False, 'hni_id': '52510'}]}]",SG
59,"[{'name': 'SK: Orange', 'in_use': True, 'carrier_id': '2310000', 'value': [{'in_use': True, 'hni_id': '23105'}]}, {'name': 'SK: Telekom', 'in_use': True, 'carrier_id': '2310001', 'value': [{'in_use': True, 'hni_id': '23104'}]}]",SK
60,"[{'name': 'TH: AIS', 'in_use': True, 'carrier_id': '5200000', 'value': [{'in_use': True, 'hni_id': '52001'}, {'in_use': True, 'hni_id': '52003'}, {'in_use': True, 'hni_id': '52023'}, {'in_use': True, 'hni_id': '52015'}]}, {'name': 'TH: dtac', 'in_use': True, 'carrier_id': '5200001', 'value': [{'in_use': True, 'hni_id': '52018'}, {'in_use': True, 'hni_id': '52005'}, {'in_use': True, 'hni_id': '52047'}]}, {'name': 'TH: TrueMove', 'in_use': True, 'carrier_id': '5200002', 'value': [{'in_use': True, 'hni_id': '52099'}, {'in_use': True, 'hni_id': '52004'}, {'in_use': True, 'hni_id': '52000'}]}]",TH
61,"[{'name': 'TR: Turkcell', 'in_use': True, 'carrier_id': '2860000', 'value': [{'in_use': True, 'hni_id': '28601'}]}, {'name': 'TR: Vodafone', 'in_use': True, 'carrier_id': '2860001', 'value': [{'in_use': True, 'hni_id': '28602'}]}, {'name': 'TR: Türk Telekom', 'in_use': True, 'carrier_id': '2860002', 'value': [{'in_use': True, 'hni_id': '28603'}]}, {'name': 'TR: Aycell', 'in_use': False, 'carrier_id': '2860003', 'value': [{'in_use': False, 'hni_id': '28604'}]}]",TR
62,"[{'name': 'TW: Chunghwa', 'in_use': True, 'carrier_id': '4660000', 'value': [{'in_use': True, 'hni_id': '46692'}]}, {'name': 'TW: FarEasTone', 'in_use': True, 'carrier_id': '4660001', 'value': [{'in_use': True, 'hni_id': '46601'}]}, {'name': 'TW: Taiwan Mobile', 'in_use': True, 'carrier_id': '4660002', 'value': [{'in_use': True, 'hni_id': '46697'}]}, {'name': 'TW: T Star', 'in_use': True, 'carrier_id': '4660003', 'value': [{'in_use': True, 'hni_id': '46689'}, {'in_use': True, 'hni_id': '46690'}]}]",TW
63,"[{'name': 'UA: Kyivstar', 'in_use': True, 'carrier_id': '2550000', 'value': [{'in_use': True, 'hni_id': '25503'}, {'in_use': True, 'hni_id': '25502'}]}, {'name': 'UA: Vodafone', 'in_use': True, 'carrier_id': '2550001', 'value': [{'in_use': True, 'hni_id': '25501'}]}, {'name': 'UA: lifecell', 'in_use': True, 'carrier_id': '2550002', 'value': [{'in_use': True, 'hni_id': '25506'}]}, {'name': 'UA: Phoenix', 'in_use': False, 'carrier_id': '2550003', 'value': [{'in_use': False, 'hni_id': '25599'}]}]",UA
64,"[{'name': 'US: AT&T', 'in_use': True, 'carrier_id': '3100000', 'value': [{'in_use': True, 'hni_id': '31030'}, {'in_use': True, 'hni_id': '31070'}, {'in_use': True, 'hni_id': '31080'}, {'in_use': True, 'hni_id': '31090'}, {'in_use': True, 'hni_id': '310150'}, {'in_use': True, 'hni_id': '310170'}, {'in_use': True, 'hni_id': '310410'}, {'in_use': True, 'hni_id': '310670'}, {'in_use': True, 'hni_id': '310680'}, {'in_use': True, 'hni_id': '310950'}, {'in_use': True, 'hni_id': '311070'}, {'in_use': False, 'hni_id': '31170'}, {'in_use': True, 'hni_id': '311090'}, {'in_use': False, 'hni_id': '31190'}, {'in_use': True, 'hni_id': '311190'}, {'in_use': True, 'hni_id': '31290'}, {'in_use': True, 'hni_id': '312680'}, {'in_use': True, 'hni_id': '313210'}, {'in_use': True, 'hni_id': '312090'}]}, {'name': 'US: Sprint (unavailable)', 'in_use': True, 'carrier_id': '3100001', 'value': []}, {'name': 'US: T-Mobile', 'in_use': True, 'carrier_id': '3100002', 'value': [{'in_use': True, 'hni_id': '310160'}, {'in_use': True, 'hni_id': '310260'}, {'in_use': True, 'hni_id': '310120'}, {'in_use': True, 'hni_id': '310490'}, {'in_use': True, 'hni_id': '310530'}, {'in_use': True, 'hni_id': '310770'}, {'in_use': True, 'hni_id': '311490'}, {'in_use': True, 'hni_id': '311660'}, {'in_use': True, 'hni_id': '311870'}, {'in_use': True, 'hni_id': '311880'}, {'in_use': True, 'hni_id': '311882'}, {'in_use': True, 'hni_id': '312190'}, {'in_use': True, 'hni_id': '312250'}, {'in_use': True, 'hni_id': '312530'}]}, {'name': 'US: Verizon', 'in_use': True, 'carrier_id': '3100003', 'value': [{'in_use': True, 'hni_id': '310004'}, {'in_use': False, 'hni_id': '31004'}, {'in_use': True, 'hni_id': '310005'}, {'in_use': False, 'hni_id': '31005'}, {'in_use': True, 'hni_id': '310006'}, {'in_use': False, 'hni_id': '31006'}, {'in_use': True, 'hni_id': '310012'}, {'in_use': False, 'hni_id': '31012'}, {'in_use': True, 'hni_id': '310013'}, {'in_use': False, 'hni_id': '31013'}, {'in_use': True, 'hni_id': '311012'}, {'in_use': False, 'hni_id': '31112'}, {'in_use': True, 'hni_id': '311110'}, {'in_use': True, 'hni_id': '311270'}, {'in_use': True, 'hni_id': '311271'}, {'in_use': True, 'hni_id': '311272'}, {'in_use': True, 'hni_id': '311273'}, {'in_use': True, 'hni_id': '311274'}, {'in_use': True, 'hni_id': '311275'}, {'in_use': True, 'hni_id': '311276'}, {'in_use': True, 'hni_id': '311277'}, {'in_use': True, 'hni_id': '311278'}, {'in_use': True, 'hni_id': '311279'}, {'in_use': True, 'hni_id': '311280'}, {'in_use': True, 'hni_id': '311281'}, {'in_use': True, 'hni_id': '311282'}, {'in_use': True, 'hni_id': '311283'}, {'in_use': True, 'hni_id': '311284'}, {'in_use': True, 'hni_id': '311285'}, {'in_use': True, 'hni_id': '311286'}, {'in_use': True, 'hni_id': '311287'}, {'in_use': True, 'hni_id': '311288'}, {'in_use': True, 'hni_id': '311289'}, {'in_use': True, 'hni_id': '311390'}, {'in_use': True, 'hni_id': '311480'}, {'in_use': True, 'hni_id': '311590'}, {'in_use': True, 'hni_id': '312770'}]}]",US
65,"[{'name': 'UY: Ancel/Antel', 'in_use': True, 'carrier_id': '7480000', 'value': [{'in_use': True, 'hni_id': '74800'}, {'in_use': True, 'hni_id': '74801'}, {'in_use': True, 'hni_id': '74803'}]}, {'name': 'UY: Claro/AM Wireless', 'in_use': True, 'carrier_id': '7480001', 'value': [{'in_use': True, 'hni_id': '74810'}]}, {'name': 'UY: MOVISTAR', 'in_use': True, 'carrier_id': '7480002', 'value': [{'in_use': True, 'hni_id': '74807'}]}]",UY
66,"[{'name': 'UZ: UzMobile', 'in_use': True, 'carrier_id': '4340000', 'value': [{'in_use': True, 'hni_id': '43403'}]}]",UZ
67,"[{'name': 'VN: MobiFone', 'in_use': True, 'carrier_id': '4520000', 'value': [{'in_use': True, 'hni_id': '45201'}]}, {'name': 'VN: Vietnamobile', 'in_use': False, 'carrier_id': '4520001', 'value': [{'in_use': False, 'hni_id': '45205'}]}, {'name': 'VN: Viettel Mobile', 'in_use': True, 'carrier_id': '4520002', 'value': [{'in_use': True, 'hni_id': '45204'}]}, {'name': 'VN: Vinaphone', 'in_use': True, 'carrier_id': '4520003', 'value': [{'in_use': True, 'hni_id': '45202'}]}]",VN
68,"[{'name': 'ZA: Vodacom', 'in_use': True, 'carrier_id': '6550000', 'value': [{'in_use': True, 'hni_id': '65501'}]}, {'name': 'ZA: MTN', 'in_use': True, 'carrier_id': '6550001', 'value': [{'in_use': True, 'hni_id': '65510'}, {'in_use': True, 'hni_id': '65512'}]}, {'name': 'ZA: Telkom', 'in_use': True, 'carrier_id': '6550002', 'value': [{'in_use': True, 'hni_id': '65502'}]}, {'name': 'ZA: Cell C', 'in_use': True, 'carrier_id': '6550003', 'value': [{'in_use': True, 'hni_id': '65507'}]}]",ZA
