,id,sub_targeting_type,name,children_ids,level,supported_special_industries,hashtag_type
699,25999012001,GENERAL_INTEREST,Guessing,[],4,[],
700,11100100,GENERAL_INTEREST,Sedans,[],3,[],
701,10104103,GENERAL_INTEREST,Chef Training & Examinations,[],3,[],
702,25999010004,GENERAL_INTEREST,Team Manager,[],4,[],
703,22108101,GENERAL_INTEREST,Shirts,[],3,[],
704,23113,GENERAL_INTEREST,Anime,[],2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
705,25100103102,GENERAL_INTEREST,Air Combat Games,[],4,[],
706,20,GENERAL_INTEREST,Apps,"['20100', '20101', '20102', '20103', '20104', '20105', '20106', '20107', '20108', '20109', '20110', '20111', '20112']",1,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
707,25999009005,GENERAL_INTEREST,Sandbox,[],4,[],
708,24114,GENERAL_INTEREST,Exhibition Services,[],2,[],
709,10101102,GENERAL_INTEREST,High School Tutoring,[],3,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
710,25999005009,GENERAL_INTEREST,Maze,[],4,[],
711,26106,GENERAL_INTEREST,Shopping Services,"['26106100', '26106101']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
712,16104,GENERAL_INTEREST,Home Appliances,"['16104100', '16104102', '16104104', '16104105', '16104106', '16104107', '16104108', '16104112', '16104113', '16104114', '16104117', '16104118', '16104119']",2,"['HOUSING', 'EMPLOYMENT', 'CREDIT']",
713,14104100101,GENERAL_INTEREST,Face Powders,[],4,[],
714,28101115,GENERAL_INTEREST,Fishing,[],3,[],
715,25992002,GENERAL_INTEREST,IAP,[],3,[],
716,14106101,GENERAL_INTEREST,Women's Fragrances & Perfumes,[],3,[],
