,key,name,type,country_code,country_name,supports_region,supports_city,kml
0,1472,Nzérékoré Region,region,GN,Guinea,True,True,Polygons not found.
1,1466,Kankan Region,region,GN,Guinea,True,True,Polygons not found.
2,1459,Mamou Region,region,GN,Guinea,True,True,Polygons not found.
3,1442,Boké Region,region,GN,Guinea,True,True,Polygons not found.
4,1443,Conakry,region,GN,Guinea,True,True,Polygons not found.
5,1447,Faranah Region,region,GN,Guinea,True,True,Polygons not found.
6,1453,Kindia Region,region,GN,Guinea,True,True,Polygons not found.
7,1468,Labé Region,region,GN,Guinea,True,True,Polygons not found.
